t	iOTOC	Densities
424	58.400000	-64:0.3000 -63:0.5000 -62:0.4000 -61:0.4000 -60:0.3000 -59:0.5000 -58:0.4000 -57:0.4000 -56:0.5000 -55:0.2000 -54:0.4000 -53:0.5000 -52:0.2000 -51:0.2000 -50:0.4000 -49:0.4000 -48:0.5000 -47:0.2000 -46:0.5000 -45:0.4000 -44:0.5000 -43:0.3000 -42:0.7000 -41:0.2000 -40:0.3000 -39:0.4000 -38:0.6000 -37:0.4000 -36:0.4000 -35:0.3000 -34:0.4000 -33:0.7000 -32:0.4000 -31:0.4000 -30:0.3000 -29:0.5000 -28:0.3000 -27:0.6000 -26:0.2000 -25:0.3000 -24:0.5000 -23:0.6000 -22:0.5000 -21:0.6000 -20:0.6000 -19:0.9000 -18:0.4000 -17:0.7000 -16:0.2000 -15:0.8000 -14:0.6000 -13:0.5000 -12:0.6000 -11:0.5000 -10:0.5000 -9:0.8000 -8:0.6000 -7:0.5000 -6:0.6000 -5:0.7000 -4:0.6000 -3:0.4000 -2:0.2000 -1:0.6000 0:0.4000 1:0.5000 2:0.4000 3:0.6000 4:0.6000 5:0.3000 6:0.7000 7:0.5000 8:0.4000 9:0.3000 10:0.5000 11:0.3000 12:0.5000 13:0.6000 14:0.4000 15:0.6000 16:0.6000 17:0.3000 18:0.2000 19:0.6000 20:0.8000 21:0.5000 22:0.7000 23:0.3000 24:0.4000 25:0.5000 26:0.3000 27:0.7000 28:0.3000 29:0.5000 30:0.6000 31:0.5000 32:0.3000 33:0.5000 34:0.4000 35:0.7000 36:0.6000 37:0.5000 38:0.3000 39:0.5000 40:0.6000 41:0.6000 42:0.5000 43:0.4000 44:0.3000 45:0.5000 46:0.7000 47:0.3000 48:0.6000 49:0.6000 50:0.3000 51:0.5000 52:0.3000 53:0.4000 54:0.4000 55:0.2000 56:0.3000 57:0.3000 58:0.1000 59:0.4000 60:0.5000 61:0.2000 62:0.2000 63:0.5000 64:0.2000
425	57.500000	-64:0.3000 -63:0.4000 -62:0.3000 -61:0.4000 -60:0.3000 -59:0.5000 -58:0.3000 -57:0.5000 -56:0.4000 -55:0.2000 -54:0.2000 -53:0.4000 -52:0.1000 -51:0.1000 -50:0.5000 -49:0.5000 -48:0.4000 -47:0.2000 -46:0.4000 -45:0.5000 -44:0.4000 -43:0.2000 -42:0.8000 -41:0.4000 -40:0.2000 -39:0.6000 -38:0.6000 -37:0.4000 -36:0.6000 -35:0.3000 -34:0.4000 -33:0.6000 -32:0.4000 -31:0.5000 -30:0.3000 -29:0.5000 -28:0.4000 -27:0.6000 -26:0.3000 -25:0.3000 -24:0.5000 -23:0.6000 -22:0.4000 -21:0.4000 -20:0.7000 -19:0.9000 -18:0.5000 -17:0.7000 -16:0.4000 -15:0.9000 -14:0.5000 -13:0.7000 -12:0.6000 -11:0.4000 -10:0.6000 -9:0.6000 -8:0.5000 -7:0.5000 -6:0.6000 -5:0.5000 -4:0.6000 -3:0.2000 -2:0.6000 -1:0.4000 0:0.6000 1:0.4000 2:0.3000 3:0.7000 4:0.7000 5:0.4000 6:0.5000 7:0.6000 8:0.2000 9:0.3000 10:0.2000 11:0.5000 12:0.3000 13:0.7000 14:0.5000 15:0.5000 16:0.4000 17:0.5000 18:0.5000 19:0.8000 20:0.7000 21:0.7000 22:0.7000 23:0.4000 24:0.4000 25:0.4000 26:0.2000 27:0.6000 28:0.6000 29:0.5000 30:0.4000 31:0.4000 32:0.4000 33:0.5000 34:0.4000 35:0.5000 36:0.6000 37:0.6000 38:0.4000 39:0.8000 40:0.5000 41:0.5000 42:0.5000 43:0.5000 44:0.1000 45:0.4000 46:0.6000 47:0.3000 48:0.4000 49:0.6000 50:0.4000 51:0.4000 52:0.3000 53:0.4000 54:0.4000 55:0.2000 57:0.3000 58:0.1000 59:0.4000 60:0.3000 61:0.3000 62:0.2000 63:0.4000 64:0.2000
426	57.000000	-64:0.3000 -63:0.5000 -62:0.2000 -61:0.3000 -60:0.4000 -59:0.3000 -58:0.4000 -57:0.4000 -56:0.5000 -55:0.2000 -54:0.4000 -53:0.5000 -52:0.3000 -51:0.1000 -50:0.6000 -49:0.4000 -48:0.4000 -47:0.3000 -46:0.3000 -45:0.4000 -44:0.4000 -43:0.5000 -42:0.7000 -41:0.5000 -40:0.3000 -39:0.4000 -38:0.6000 -37:0.5000 -36:0.7000 -35:0.5000 -34:0.6000 -33:0.5000 -32:0.2000 -31:0.4000 -30:0.5000 -29:0.4000 -28:0.6000 -27:0.6000 -26:0.4000 -25:0.4000 -24:0.7000 -23:0.9000 -22:0.3000 -21:0.7000 -20:0.6000 -19:0.9000 -18:0.5000 -17:0.8000 -16:0.3000 -15:0.7000 -14:0.7000 -13:0.3000 -12:0.4000 -11:0.4000 -10:0.5000 -9:0.5000 -8:0.5000 -7:0.5000 -6:0.5000 -5:0.7000 -4:0.7000 -3:0.4000 -2:0.5000 -1:0.8000 0:0.3000 1:0.3000 2:0.4000 3:0.5000 4:0.8000 5:0.2000 6:0.4000 7:0.5000 8:0.2000 9:0.4000 10:0.3000 11:0.4000 12:0.5000 13:0.5000 14:0.6000 15:0.7000 16:0.5000 17:0.7000 18:0.3000 19:0.6000 20:0.6000 21:0.8000 22:0.6000 23:0.2000 24:0.3000 25:0.3000 26:0.6000 27:0.4000 28:0.3000 29:0.7000 30:0.4000 31:0.4000 32:0.7000 33:0.5000 34:0.6000 35:0.8000 36:0.6000 37:0.5000 38:0.6000 39:0.7000 40:0.4000 41:0.4000 42:0.3000 43:0.6000 44:0.2000 45:0.4000 46:0.3000 47:0.5000 48:0.5000 49:0.3000 50:0.4000 51:0.2000 52:0.1000 53:0.3000 54:0.2000 55:0.1000 56:0.3000 58:0.1000 59:0.1000 60:0.2000 61:0.2000 62:0.3000 63:0.2000
427	56.500000	-64:0.3000 -63:0.4000 -62:0.2000 -61:0.1000 -60:0.4000 -59:0.1000 -58:0.4000 -57:0.3000 -56:0.3000 -55:0.2000 -54:0.4000 -53:0.5000 -52:0.3000 -51:0.2000 -50:0.5000 -49:0.5000 -48:0.3000 -47:0.3000 -46:0.3000 -45:0.4000 -44:0.4000 -43:0.5000 -42:0.5000 -41:0.6000 -40:0.4000 -39:0.3000 -38:0.7000 -37:0.5000 -36:0.7000 -35:0.5000 -34:0.5000 -33:0.4000 -32:0.3000 -31:0.4000 -30:0.4000 -29:0.5000 -28:0.4000 -27:0.4000 -26:0.4000 -25:0.3000 -24:0.6000 -23:0.9000 -22:0.5000 -21:0.7000 -20:0.5000 -19:0.6000 -18:0.6000 -17:0.6000 -16:0.4000 -15:0.6000 -14:0.6000 -13:0.4000 -12:0.3000 -11:0.3000 -10:0.7000 -9:0.6000 -8:0.5000 -7:0.4000 -6:0.6000 -5:0.4000 -4:0.6000 -3:0.4000 -2:0.5000 -1:0.8000 0:0.4000 1:0.3000 2:0.6000 3:0.5000 4:0.7000 5:0.2000 6:0.6000 7:0.3000 8:0.2000 9:0.5000 10:0.4000 11:0.5000 12:0.5000 13:0.5000 14:0.5000 15:0.7000 16:0.7000 17:0.6000 18:0.5000 19:0.5000 20:0.5000 21:0.6000 22:0.8000 23:0.4000 24:0.2000 25:0.5000 26:0.6000 27:0.5000 28:0.4000 29:0.7000 30:0.4000 31:0.5000 32:0.7000 33:0.2000 34:0.5000 35:0.7000 36:0.6000 37:0.6000 38:0.5000 39:0.7000 40:0.5000 41:0.5000 42:0.3000 43:0.5000 44:0.3000 45:0.5000 46:0.4000 47:0.5000 48:0.3000 49:0.4000 50:0.4000 51:0.4000 52:0.2000 53:0.2000 54:0.2000 55:0.2000 56:0.3000 58:0.1000 59:0.2000 60:0.3000 61:0.2000 62:0.3000 63:0.3000 64:0.1000
428	59.800000	-64:0.2000 -63:0.4000 -62:0.2000 -61:0.2000 -60:0.3000 -59:0.2000 -58:0.3000 -57:0.4000 -56:0.3000 -55:0.2000 -54:0.2000 -53:0.4000 -52:0.2000 -51:0.2000 -50:0.5000 -49:0.4000 -47:0.1000 -46:0.3000 -45:0.8000 -44:0.4000 -43:0.3000 -42:0.7000 -41:0.5000 -40:0.3000 -39:0.2000 -38:0.4000 -37:0.4000 -36:0.6000 -35:0.2000 -34:0.5000 -33:0.3000 -32:0.4000 -31:0.7000 -30:0.3000 -29:0.6000 -28:0.5000 -27:0.5000 -26:0.5000 -25:0.5000 -24:0.4000 -23:0.8000 -22:0.2000 -21:0.5000 -20:0.6000 -19:0.8000 -18:0.7000 -17:0.8000 -16:0.3000 -15:0.7000 -14:0.8000 -13:0.8000 -12:0.5000 -11:0.6000 -10:0.8000 -9:0.7000 -8:0.5000 -7:0.6000 -6:0.4000 -5:0.6000 -4:0.5000 -3:0.6000 -2:0.7000 -1:0.4000 0:0.4000 1:0.6000 2:0.6000 3:0.4000 4:0.5000 5:0.3000 6:0.5000 7:0.5000 8:0.5000 9:0.7000 10:0.4000 11:0.6000 12:0.4000 13:0.5000 14:0.4000 15:0.6000 16:0.3000 17:0.6000 18:0.4000 19:0.5000 20:0.6000 21:0.8000 22:0.8000 23:0.6000 24:0.5000 25:0.4000 26:0.1000 27:0.6000 28:0.4000 29:0.6000 30:0.4000 31:0.3000 32:0.5000 33:0.5000 34:0.7000 35:0.5000 36:0.8000 37:0.4000 38:0.5000 39:0.7000 40:0.6000 41:0.4000 42:0.5000 43:0.5000 44:0.1000 45:0.6000 46:0.5000 47:0.4000 48:0.4000 49:0.5000 50:0.4000 51:0.5000 52:0.5000 53:0.5000 54:0.4000 55:0.3000 56:0.2000 57:0.5000 58:0.3000 59:0.4000 60:0.5000 61:0.4000 62:0.4000 63:0.5000 64:0.2000
429	52.500000	-64:0.3000 -63:0.2000 -62:0.2000 -61:0.2000 -60:0.2000 -59:0.2000 -58:0.2000 -57:0.3000 -56:0.2000 -55:0.3000 -54:0.2000 -53:0.5000 -52:0.1000 -51:0.2000 -50:0.4000 -49:0.3000 -48:0.2000 -47:0.1000 -46:0.4000 -45:0.7000 -44:0.4000 -43:0.2000 -42:0.5000 -41:0.5000 -40:0.5000 -39:0.3000 -38:0.6000 -37:0.3000 -36:0.5000 -35:0.3000 -34:0.5000 -33:0.2000 -32:0.3000 -31:0.8000 -30:0.4000 -29:0.7000 -28:0.6000 -27:0.7000 -26:0.5000 -25:0.3000 -24:0.2000 -23:0.4000 -22:0.4000 -21:0.6000 -20:0.6000 -19:0.7000 -18:0.6000 -17:0.8000 -16:0.6000 -15:0.5000 -14:0.8000 -13:0.4000 -12:0.4000 -11:0.2000 -10:0.7000 -9:0.5000 -8:0.6000 -7:0.5000 -6:0.3000 -5:0.5000 -4:0.4000 -3:0.5000 -2:0.6000 -1:0.2000 0:0.2000 1:0.5000 2:0.7000 3:0.4000 4:0.5000 5:0.2000 6:0.8000 7:0.2000 8:0.6000 9:0.6000 10:0.3000 11:0.6000 12:0.5000 13:0.5000 14:0.4000 15:0.6000 16:0.3000 17:0.3000 18:0.7000 19:0.2000 20:0.6000 21:0.8000 22:0.5000 23:0.8000 24:0.5000 25:0.5000 26:0.3000 27:0.4000 28:0.4000 29:0.6000 30:0.4000 31:0.7000 32:0.5000 33:0.5000 34:0.5000 35:0.6000 36:0.5000 37:0.5000 38:0.4000 39:0.7000 40:0.4000 41:0.3000 42:0.4000 43:0.4000 44:0.1000 45:0.3000 46:0.1000 47:0.3000 48:0.3000 49:0.4000 50:0.4000 51:0.5000 52:0.2000 53:0.3000 54:0.1000 55:0.2000 56:0.2000 57:0.2000 58:0.2000 59:0.1000 60:0.3000 62:0.1000 63:0.3000 64:0.1000
430	55.700000	-64:0.3000 -63:0.3000 -62:0.3000 -61:0.3000 -60:0.3000 -59:0.4000 -58:0.3000 -57:0.4000 -56:0.3000 -55:0.3000 -54:0.4000 -53:0.4000 -52:0.3000 -51:0.3000 -50:0.5000 -49:0.4000 -48:0.5000 -47:0.2000 -46:0.4000 -45:0.7000 -44:0.5000 -43:0.4000 -42:0.4000 -41:0.4000 -40:0.3000 -39:0.4000 -38:0.4000 -37:0.4000 -36:0.7000 -35:0.4000 -34:0.4000 -33:0.4000 -32:0.2000 -31:0.3000 -30:0.7000 -29:0.6000 -28:0.5000 -27:0.7000 -26:0.5000 -25:0.2000 -24:0.3000 -23:0.3000 -22:0.5000 -21:0.8000 -20:0.5000 -19:0.7000 -18:0.3000 -17:0.4000 -16:0.5000 -15:0.3000 -14:0.4000 -13:0.2000 -12:0.8000 -11:0.6000 -10:0.5000 -9:0.3000 -8:0.7000 -7:0.6000 -6:0.6000 -5:0.6000 -4:0.7000 -3:0.4000 -2:0.2000 -1:0.7000 0:0.3000 1:0.3000 2:0.5000 3:0.7000 4:0.4000 5:0.6000 6:0.7000 7:0.1000 8:0.5000 9:0.4000 10:0.3000 11:0.4000 12:0.4000 13:0.6000 14:0.3000 15:0.6000 16:0.6000 17:0.4000 18:0.5000 19:0.5000 20:0.6000 21:0.5000 22:0.5000 23:0.4000 24:0.8000 25:0.6000 26:0.5000 27:0.7000 28:0.5000 29:0.4000 30:0.5000 31:0.1000 32:0.6000 33:0.5000 34:0.7000 35:0.4000 36:0.6000 37:0.5000 38:0.8000 39:0.6000 40:0.6000 41:0.5000 42:0.4000 43:0.4000 44:0.4000 45:0.4000 46:0.4000 47:0.3000 48:0.2000 49:0.3000 50:0.1000 51:0.7000 54:0.1000 55:0.4000 56:0.5000 57:0.4000 58:0.2000 59:0.6000 60:0.3000 62:0.2000 63:0.3000 64:0.1000
431	56.900000	-64:0.1000 -63:0.3000 -62:0.2000 -61:0.3000 -60:0.2000 -59:0.4000 -58:0.2000 -57:0.3000 -56:0.3000 -55:0.2000 -54:0.4000 -53:0.3000 -52:0.3000 -51:0.2000 -50:0.5000 -49:0.4000 -48:0.3000 -47:0.2000 -46:0.3000 -45:0.8000 -44:0.4000 -43:0.5000 -42:0.4000 -41:0.5000 -40:0.2000 -39:0.4000 -38:0.4000 -37:0.5000 -36:0.9000 -35:0.3000 -34:0.4000 -33:0.5000 -32:0.3000 -31:0.4000 -30:0.6000 -29:0.6000 -28:0.6000 -27:0.6000 -26:0.5000 -25:0.5000 -24:0.6000 -23:0.5000 -22:0.5000 -21:0.7000 -20:0.6000 -19:0.7000 -18:0.6000 -17:0.4000 -16:0.4000 -15:0.4000 -14:0.5000 -13:0.5000 -12:0.7000 -11:0.6000 -10:0.5000 -9:0.4000 -8:0.4000 -7:0.5000 -6:0.5000 -5:0.6000 -4:0.6000 -3:0.4000 -2:0.3000 -1:0.8000 0:0.3000 1:0.3000 2:0.3000 3:0.6000 4:0.3000 5:0.6000 6:0.6000 7:0.5000 8:0.6000 9:0.2000 10:0.5000 11:0.6000 12:0.6000 13:0.6000 14:0.5000 15:0.5000 16:0.5000 17:0.4000 18:0.5000 19:0.4000 20:0.6000 21:0.6000 22:0.4000 23:0.1000 24:0.6000 25:0.6000 26:0.4000 27:0.6000 28:0.3000 29:0.5000 30:0.5000 31:0.2000 32:0.5000 33:0.4000 34:0.6000 35:0.4000 36:0.9000 37:0.5000 38:0.8000 39:0.5000 40:0.6000 41:0.2000 42:0.4000 43:0.7000 44:0.3000 45:0.5000 46:0.6000 47:0.3000 48:0.5000 49:0.4000 50:0.2000 51:0.7000 52:0.2000 53:0.2000 55:0.3000 56:0.5000 57:0.4000 59:0.6000 60:0.5000 61:0.2000 62:0.2000 63:0.5000 64:0.1000
432	57.400000	-64:0.3000 -63:0.3000 -62:0.3000 -61:0.2000 -60:0.2000 -59:0.2000 -58:0.2000 -57:0.3000 -56:0.3000 -55:0.2000 -54:0.5000 -53:0.6000 -52:0.2000 -51:0.1000 -50:0.5000 -49:0.4000 -48:0.3000 -47:0.2000 -46:0.3000 -45:0.8000 -44:0.6000 -43:0.4000 -42:0.1000 -41:0.5000 -40:0.6000 -39:0.4000 -38:0.3000 -37:0.6000 -36:0.6000 -35:0.5000 -34:0.7000 -33:0.3000 -32:0.3000 -31:0.8000 -30:0.4000 -29:0.6000 -28:0.7000 -27:0.6000 -26:0.4000 -25:0.3000 -24:0.6000 -23:0.6000 -22:0.5000 -21:0.5000 -20:0.7000 -19:0.7000 -18:0.8000 -17:0.7000 -16:0.3000 -15:0.4000 -14:0.6000 -13:0.8000 -12:0.3000 -11:0.5000 -10:0.5000 -9:0.5000 -8:0.3000 -7:0.5000 -6:0.5000 -5:0.4000 -4:0.5000 -3:0.7000 -2:0.6000 -1:0.5000 0:0.4000 1:0.5000 2:0.6000 3:0.5000 4:0.6000 5:0.3000 6:0.5000 7:0.3000 8:0.6000 9:0.6000 10:0.8000 11:0.5000 12:0.8000 13:0.4000 14:0.7000 15:0.7000 16:0.4000 17:0.6000 18:0.3000 19:0.1000 20:0.5000 21:0.6000 22:0.5000 23:0.4000 24:0.5000 25:0.5000 26:0.4000 27:0.3000 28:0.2000 29:0.4000 30:0.3000 31:0.6000 32:0.4000 33:0.2000 34:0.4000 35:0.3000 36:0.5000 37:0.6000 38:0.5000 39:0.3000 40:0.7000 41:0.5000 42:0.4000 43:0.3000 44:0.3000 45:0.5000 46:0.5000 47:0.4000 48:0.7000 49:0.4000 50:0.5000 51:0.6000 52:0.5000 53:0.1000 54:0.3000 55:0.2000 56:0.4000 57:0.5000 58:0.2000 59:0.3000 60:0.5000 61:0.3000 62:0.2000 63:0.3000 64:0.1000
433	59.700000	-64:0.3000 -63:0.2000 -62:0.3000 -61:0.2000 -60:0.2000 -59:0.2000 -58:0.2000 -57:0.2000 -56:0.4000 -55:0.2000 -54:0.5000 -53:0.5000 -52:0.3000 -51:0.3000 -50:0.2000 -49:0.4000 -48:0.3000 -47:0.3000 -46:0.3000 -45:0.5000 -44:0.7000 -43:0.5000 -42:0.2000 -41:0.4000 -40:0.5000 -39:0.4000 -38:0.5000 -37:0.6000 -36:0.5000 -35:0.4000 -34:0.6000 -33:0.5000 -32:0.4000 -31:0.6000 -30:0.4000 -29:0.4000 -28:0.8000 -27:0.7000 -26:0.4000 -25:0.3000 -24:0.8000 -23:0.7000 -22:0.5000 -21:0.6000 -20:0.6000 -19:0.6000 -18:0.8000 -17:0.7000 -16:0.2000 -15:0.4000 -14:0.7000 -13:0.7000 -12:0.1000 -11:0.7000 -10:0.5000 -9:0.4000 -8:0.3000 -7:0.6000 -6:0.5000 -5:0.5000 -4:0.6000 -3:0.6000 -2:0.6000 -1:0.5000 0:0.5000 1:0.5000 2:0.4000 3:0.5000 4:0.6000 5:0.3000 6:0.5000 7:0.5000 8:0.5000 9:0.6000 10:0.9000 11:0.5000 12:0.9000 13:0.4000 14:1.0000 15:0.8000 16:0.3000 17:0.6000 18:0.4000 19:0.4000 20:0.5000 21:0.5000 22:0.4000 23:0.4000 24:0.5000 25:0.7000 26:0.4000 27:0.4000 28:0.2000 29:0.4000 30:0.4000 31:0.5000 32:0.4000 33:0.4000 34:0.5000 35:0.4000 36:0.8000 37:0.6000 38:0.5000 39:0.3000 40:0.6000 41:0.5000 42:0.5000 43:0.5000 44:0.2000 45:0.6000 46:0.6000 47:0.4000 48:0.6000 49:0.3000 50:0.4000 51:0.4000 52:0.5000 53:0.3000 54:0.4000 55:0.3000 56:0.4000 57:0.4000 58:0.2000 59:0.3000 60:0.7000 61:0.4000 62:0.3000 63:0.4000 64:0.2000
434	61.800000	-64:0.2000 -63:0.5000 -62:0.4000 -61:0.4000 -60:0.3000 -59:0.3000 -58:0.4000 -57:0.3000 -56:0.6000 -55:0.4000 -54:0.6000 -53:0.6000 -52:0.4000 -51:0.3000 -50:0.4000 -49:0.6000 -48:0.5000 -47:0.2000 -46:0.3000 -45:0.6000 -44:0.6000 -43:0.5000 -42:0.4000 -41:0.5000 -40:0.5000 -39:0.4000 -38:0.5000 -37:0.7000 -36:0.5000 -35:0.2000 -34:0.5000 -33:0.5000 -32:0.4000 -31:0.3000 -30:0.3000 -29:0.4000 -28:0.7000 -27:0.4000 -26:0.3000 -25:0.4000 -24:0.8000 -23:0.6000 -22:0.4000 -21:0.5000 -20:0.5000 -19:0.6000 -18:0.6000 -17:0.4000 -16:0.1000 -15:0.5000 -14:0.6000 -13:0.6000 -12:0.5000 -11:0.7000 -10:0.5000 -9:0.6000 -8:0.4000 -7:0.6000 -6:0.6000 -5:0.5000 -4:0.6000 -3:0.4000 -2:0.5000 -1:0.5000 0:0.7000 1:0.4000 2:0.1000 3:0.4000 4:0.5000 5:0.4000 6:0.3000 7:0.6000 8:0.4000 9:0.2000 10:0.6000 11:0.5000 12:0.8000 13:0.4000 14:0.6000 15:0.3000 16:0.4000 17:0.5000 18:0.5000 19:0.5000 20:0.6000 21:0.9000 22:0.5000 23:0.2000 24:0.5000 25:0.5000 26:0.7000 27:0.7000 28:0.5000 29:0.6000 30:0.3000 31:0.2000 32:0.7000 33:0.7000 34:0.3000 35:0.7000 36:0.8000 37:0.6000 38:0.8000 39:0.5000 40:0.7000 41:0.2000 42:0.3000 43:0.7000 44:0.3000 45:0.5000 46:0.9000 47:0.4000 48:0.7000 49:0.6000 50:0.4000 51:0.5000 52:0.3000 53:0.3000 54:0.4000 55:0.3000 56:0.5000 57:0.3000 58:0.2000 59:0.6000 60:0.5000 61:0.5000 62:0.5000 63:0.6000 64:0.3000
435	57.100000	-64:0.3000 -63:0.4000 -62:0.5000 -61:0.2000 -60:0.2000 -59:0.3000 -58:0.3000 -57:0.2000 -56:0.2000 -55:0.5000 -54:0.6000 -53:0.2000 -52:0.4000 -51:0.3000 -50:0.5000 -49:0.4000 -48:0.3000 -47:0.3000 -46:0.4000 -45:0.6000 -44:0.5000 -43:0.2000 -42:0.4000 -41:0.2000 -40:0.5000 -39:0.7000 -38:0.3000 -37:0.6000 -36:0.5000 -34:0.5000 -33:0.5000 -32:0.4000 -31:0.2000 -30:0.1000 -29:0.5000 -28:0.4000 -27:0.5000 -26:0.5000 -25:0.4000 -24:0.2000 -23:0.6000 -22:0.5000 -21:0.8000 -20:0.6000 -19:0.3000 -18:0.4000 -17:0.4000 -16:0.3000 -15:0.4000 -14:0.6000 -13:0.4000 -12:0.4000 -11:0.6000 -10:0.4000 -9:0.6000 -8:0.6000 -7:0.5000 -6:0.7000 -5:0.4000 -4:0.5000 -3:0.6000 -2:0.4000 -1:0.6000 0:0.4000 1:0.3000 2:0.4000 3:0.4000 4:0.3000 5:0.5000 6:0.4000 7:0.6000 8:0.3000 9:0.6000 10:0.8000 11:0.2000 12:0.7000 13:0.1000 14:0.7000 15:0.6000 16:0.6000 17:0.5000 18:0.4000 19:0.5000 20:0.5000 21:0.6000 22:0.5000 23:0.5000 24:0.8000 25:0.3000 26:0.6000 27:0.7000 28:0.3000 29:0.5000 30:0.4000 31:0.5000 32:0.4000 33:0.5000 34:0.4000 35:0.5000 36:0.6000 37:0.5000 38:0.4000 39:0.5000 40:0.2000 41:0.4000 42:0.4000 43:0.2000 44:0.6000 45:0.6000 46:0.7000 47:0.4000 48:0.6000 49:0.3000 50:0.5000 51:0.6000 52:0.3000 53:0.3000 54:0.6000 55:0.5000 56:0.4000 57:0.5000 58:0.3000 59:0.4000 60:0.7000 61:0.4000 62:0.3000 63:0.5000 64:0.3000
436	59.100000	-64:0.2000 -63:0.2000 -62:0.3000 -61:0.1000 -60:0.3000 -59:0.4000 -58:0.2000 -57:0.4000 -56:0.1000 -55:0.5000 -54:0.4000 -53:0.4000 -52:0.2000 -51:0.4000 -50:0.3000 -49:0.3000 -48:0.5000 -47:0.4000 -46:0.3000 -45:0.6000 -44:0.5000 -43:0.4000 -42:0.5000 -41:0.3000 -40:0.4000 -39:0.4000 -38:0.4000 -37:0.6000 -36:0.6000 -35:0.2000 -34:0.5000 -33:0.5000 -32:0.6000 -31:0.3000 -30:0.6000 -29:0.5000 -28:0.6000 -27:0.6000 -26:0.5000 -25:0.5000 -24:0.2000 -23:0.8000 -22:0.7000 -21:0.9000 -20:0.5000 -19:0.4000 -18:0.6000 -17:0.6000 -16:0.5000 -15:0.6000 -14:0.6000 -13:0.4000 -12:0.4000 -11:0.3000 -10:0.5000 -9:0.6000 -8:0.4000 -7:0.6000 -6:0.4000 -5:0.4000 -4:0.5000 -3:0.6000 -2:0.4000 -1:0.6000 0:0.2000 1:0.3000 2:0.6000 3:0.5000 4:0.4000 5:0.5000 6:0.7000 7:0.4000 8:0.3000 9:0.4000 10:0.5000 11:0.5000 12:0.5000 13:0.5000 14:0.7000 15:0.8000 16:0.5000 17:0.5000 18:0.7000 19:0.3000 20:0.4000 21:0.5000 22:0.4000 23:0.5000 24:0.7000 25:0.6000 26:0.3000 27:0.6000 28:0.3000 29:0.4000 30:0.4000 31:0.5000 32:0.6000 33:0.5000 34:0.4000 35:0.4000 36:0.8000 37:0.8000 38:0.5000 39:0.5000 40:0.2000 41:0.5000 42:0.6000 43:0.3000 44:0.5000 45:0.3000 46:0.8000 47:0.3000 48:0.5000 49:0.6000 50:0.4000 51:0.7000 52:0.4000 53:0.4000 54:0.3000 55:0.5000 56:0.4000 57:0.5000 58:0.2000 59:0.5000 60:0.5000 61:0.4000 62:0.3000 63:0.3000 64:0.3000
437	57.100000	-64:0.2000 -63:0.2000 -62:0.2000 -61:0.2000 -60:0.3000 -59:0.2000 -58:0.3000 -57:0.3000 -56:0.3000 -55:0.4000 -54:0.3000 -53:0.3000 -52:0.2000 -51:0.1000 -50:0.3000 -49:0.4000 -48:0.4000 -47:0.2000 -46:0.1000 -45:0.4000 -44:0.5000 -43:0.5000 -42:0.4000 -41:0.2000 -40:0.6000 -39:0.3000 -38:0.4000 -37:0.6000 -36:0.5000 -35:0.2000 -34:0.4000 -33:0.4000 -32:0.4000 -31:0.4000 -30:0.6000 -29:0.6000 -28:0.5000 -27:0.3000 -26:0.4000 -25:0.5000 -24:0.5000 -23:0.6000 -22:0.3000 -21:0.7000 -20:0.3000 -19:0.5000 -18:0.5000 -17:0.6000 -16:0.3000 -15:0.3000 -14:0.8000 -13:0.5000 -12:0.5000 -11:0.4000 -10:0.7000 -9:0.7000 -8:0.5000 -7:0.4000 -6:0.7000 -5:0.5000 -4:0.7000 -3:0.6000 -2:0.8000 -1:0.6000 0:0.2000 1:0.6000 2:0.4000 3:0.3000 4:0.5000 5:0.5000 6:0.4000 7:0.5000 8:0.2000 9:0.3000 10:0.5000 11:0.5000 12:0.6000 13:0.6000 14:0.7000 15:0.6000 16:0.4000 17:0.6000 18:0.6000 19:0.5000 20:0.3000 21:0.6000 22:0.4000 23:0.3000 24:0.6000 25:0.4000 26:0.7000 27:0.6000 28:0.5000 29:0.4000 30:0.1000 31:0.5000 32:0.7000 33:0.2000 34:0.5000 35:0.5000 36:0.5000 37:0.6000 38:0.6000 39:0.6000 40:0.6000 41:0.6000 42:0.4000 43:0.5000 44:0.4000 45:0.4000 46:0.7000 47:0.4000 48:0.5000 49:0.7000 50:0.5000 51:0.7000 52:0.3000 53:0.3000 54:0.2000 55:0.3000 56:0.6000 57:0.5000 58:0.1000 59:0.6000 60:0.4000 61:0.4000 62:0.3000 63:0.4000 64:0.2000
